Area Type ,Area Name ,Date,Year ,Month,Seasonally Adjusted (Y/N) ,Status (Preliminary / Final) ,Labor Force,Employment ,Unemployment ,Unemployment Rate 
County,El Dorado County,02/01/2019,2019,February,N,Preliminary,92500,88700,3800,0.041
County,Fresno County,02/01/2019,2019,February,N,Preliminary,451300,411200,40100,0.089
County,Glenn County,02/01/2019,2019,February,N,Preliminary,13140,12120,1020,0.078
County,Humboldt County,02/01/2019,2019,February,N,Preliminary,62900,60200,2700,0.042
County,Imperial County,02/01/2019,2019,February,N,Preliminary,71200,59100,12100,0.17
County,Inyo County,02/01/2019,2019,February,N,Preliminary,8710,8320,390,0.045
County,Kern County,02/01/2019,2019,February,N,Preliminary,391000,355200,35800,0.092
County,Kings County,02/01/2019,2019,February,N,Preliminary,58800,53000,5800,0.099
County,Lake County,02/01/2019,2019,February,N,Preliminary,29450,27670,1780,0.06
County,Lassen County,02/01/2019,2019,February,N,Preliminary,9980,9380,600,0.06
County,Los Angeles County,02/01/2019,2019,February,N,Preliminary,5129300,4895400,233900,0.046
County,Los Angeles County,02/01/2019,2019,February,Y,Final,5104800,4867300,237500,0.047
County,Madera County,02/01/2019,2019,February,N,Preliminary,63500,58300,5200,0.082
County,Marin County,02/01/2019,2019,February,N,Preliminary,139400,136000,3400,0.025
County,Mariposa County,02/01/2019,2019,February,N,Preliminary,7360,6860,500,0.068
County,Mendocino County,02/01/2019,2019,February,N,Preliminary,38980,36990,1990,0.051
County,Merced County,02/01/2019,2019,February,N,Preliminary,117500,105300,12200,0.104
County,Modoc County,02/01/2019,2019,February,N,Preliminary,3090,2760,330,0.108
County,Mono County,02/01/2019,2019,February,N,Preliminary,9000,8650,340,0.038
County,Monterey County,02/01/2019,2019,February,N,Preliminary,214500,192300,22200,0.104
County,Napa County,02/01/2019,2019,February,N,Preliminary,73000,70600,2500,0.034
County,Nevada County,02/01/2019,2019,February,N,Preliminary,49220,47320,1900,0.039
County,Orange County,02/01/2019,2019,February,N,Preliminary,1630300,1582000,48200,0.03
County,Placer County,02/01/2019,2019,February,N,Preliminary,188300,181900,6500,0.034
County,Plumas County,02/01/2019,2019,February,N,Preliminary,7570,6640,930,0.123
County,Riverside County,02/01/2019,2019,February,N,Preliminary,1105900,1057600,48300,0.044
County,Sacramento County,02/01/2019,2019,February,N,Preliminary,713700,685100,28600,0.04
County,San Benito County,02/01/2019,2019,February,N,Preliminary,31600,29600,2100,0.065
County,San Bernardino County,02/01/2019,2019,February,N,Preliminary,969700,930400,39200,0.04
County,San Diego County,02/01/2019,2019,February,N,Preliminary,1594500,1539900,54600,0.034
County,San Francisco County,02/01/2019,2019,February,N,Preliminary,580500,566700,13800,0.024
County,San Joaquin County,02/01/2019,2019,February,N,Preliminary,328200,305700,22500,0.069
County,San Luis Obispo County,02/01/2019,2019,February,N,Preliminary,140700,136200,4500,0.032
County,San Mateo County,02/01/2019,2019,February,N,Preliminary,457900,447800,10100,0.022
County,Santa Barbara County,02/01/2019,2019,February,N,Preliminary,215000,204700,10400,0.048
County,Santa Clara County,02/01/2019,2019,February,N,Preliminary,1054300,1026400,27900,0.027
County,Santa Cruz County,02/01/2019,2019,February,N,Preliminary,141000,131600,9400,0.067
County,Shasta County,02/01/2019,2019,February,N,Preliminary,73800,69300,4500,0.061
County,Sierra County,02/01/2019,2019,February,N,Preliminary,1270,1180,100,0.077
County,Siskiyou County,02/01/2019,2019,February,N,Preliminary,16990,15380,1620,0.095
County,Solano County,02/01/2019,2019,February,N,Preliminary,210000,201000,9000,0.043
County,Sonoma County,02/01/2019,2019,February,N,Preliminary,258200,250400,7800,0.03
County,Stanislaus County,02/01/2019,2019,February,N,Preliminary,242600,225500,17100,0.07
County,Sutter County,02/01/2019,2019,February,N,Preliminary,45000,40600,4400,0.097
County,Tehama County,02/01/2019,2019,February,N,Preliminary,25600,23880,1720,0.067
County,Trinity County,02/01/2019,2019,February,N,Preliminary,4540,4190,350,0.077
County,Tulare County,02/01/2019,2019,February,N,Preliminary,204500,181100,23400,0.115
County,Tuolumne County,02/01/2019,2019,February,N,Preliminary,21260,20080,1180,0.056
County,Ventura County,02/01/2019,2019,February,N,Preliminary,426000,409300,16700,0.039
County,Yolo County,02/01/2019,2019,February,N,Preliminary,109000,103400,5600,0.051
County,Yuba County,02/01/2019,2019,February,N,Preliminary,29600,27400,2200,0.075
County,Alameda County,02/01/2020,2020,February,N,Final,840400,815400,25000,0.03
County,Alpine County,02/01/2020,2020,February,N,Final,650,610,30,0.05
County,Amador County,02/01/2020,2020,February,N,Final,14860,14200,660,0.044
County,Butte County,02/01/2020,2020,February,N,Final,98500,93200,5400,0.054
County,Calaveras County,02/01/2020,2020,February,N,Final,21610,20700,910,0.042
County,Colusa County,02/01/2020,2020,February,N,Final,11200,8990,2220,0.198
County,Contra Costa County,02/01/2020,2020,February,N,Final,558800,541300,17500,0.031
County,Del Norte County,02/01/2020,2020,February,N,Final,9620,9020,600,0.062
County,El Dorado County,02/01/2020,2020,February,N,Final,92300,88900,3400,0.037
County,Fresno County,02/01/2020,2020,February,N,Final,454000,415500,38500,0.085
County,Glenn County,02/01/2020,2020,February,N,Final,13260,12320,940,0.071
County,Humboldt County,02/01/2020,2020,February,N,Final,62100,59700,2400,0.039
County,Imperial County,02/01/2020,2020,February,N,Final,71700,59400,12200,0.17
County,Inyo County,02/01/2020,2020,February,N,Final,8680,8340,340,0.039
County,Kern County,02/01/2020,2020,February,N,Final,395800,359900,36000,0.091
County,Kings County,02/01/2020,2020,February,N,Final,58500,52800,5700,0.098
County,Lake County,02/01/2020,2020,February,N,Final,29120,27430,1690,0.058
County,Lassen County,02/01/2020,2020,February,N,Final,9790,9220,570,0.058
County,Los Angeles County,02/01/2020,2020,February,N,Final,5222800,4984600,238200,0.046
County,Los Angeles County,02/01/2020,2020,February,Y,Final,5179400,4955300,224100,0.043
County,Madera County,02/01/2020,2020,February,N,Final,64000,58900,5100,0.08
County,Marin County,02/01/2020,2020,February,N,Final,139800,136500,3300,0.023
County,Mariposa County,02/01/2020,2020,February,N,Final,7200,6750,450,0.063
County,Mendocino County,02/01/2020,2020,February,N,Final,38410,36600,1810,0.047
County,Merced County,02/01/2020,2020,February,N,Final,115500,103500,12000,0.104
County,Modoc County,02/01/2020,2020,February,N,Final,3060,2760,300,0.098
County,Mono County,02/01/2020,2020,February,N,Final,8890,8550,340,0.038
County,Monterey County,02/01/2020,2020,February,N,Final,217100,195300,21800,0.1
County,Napa County,02/01/2020,2020,February,N,Final,73600,71200,2400,0.032
County,Nevada County,02/01/2020,2020,February,N,Final,48710,46940,1780,0.036
County,Orange County,02/01/2020,2020,February,N,Final,1623900,1578400,45500,0.028
County,Placer County,02/01/2020,2020,February,N,Final,188500,182500,6000,0.032
County,Plumas County,02/01/2020,2020,February,N,Final,7440,6620,820,0.11
County,Riverside County,02/01/2020,2020,February,N,Final,1104700,1059000,45700,0.041
County,Sacramento County,02/01/2020,2020,February,N,Final,714800,688000,26800,0.037
County,San Benito County,02/01/2020,2020,February,N,Final,31600,29700,2000,0.062
County,San Bernardino County,02/01/2020,2020,February,N,Final,969700,932600,37000,0.038
County,San Diego County,02/01/2020,2020,February,N,Final,1595300,1544300,51100,0.032
County,San Francisco County,02/01/2020,2020,February,N,Final,587200,573900,13300,0.023
County,San Joaquin County,02/01/2020,2020,February,N,Final,326500,304900,21600,0.066
County,San Luis Obispo County,02/01/2020,2020,February,N,Final,142500,138200,4300,0.03
County,San Mateo County,02/01/2020,2020,February,N,Final,462900,453200,9700,0.021
County,Santa Barbara County,02/01/2020,2020,February,N,Final,215500,205600,9900,0.046
County,Santa Clara County,02/01/2020,2020,February,N,Final,1055300,1028100,27200,0.026
County,Santa Cruz County,02/01/2020,2020,February,N,Final,141100,132100,9000,0.064
County,Shasta County,02/01/2020,2020,February,N,Final,73400,69400,4000,0.054
County,Sierra County,02/01/2020,2020,February,N,Final,1310,1220,90,0.069
County,Siskiyou County,02/01/2020,2020,February,N,Final,17010,15560,1450,0.085
County,Solano County,02/01/2020,2020,February,N,Final,208500,200300,8200,0.039
County,Sonoma County,02/01/2020,2020,February,N,Final,258800,251500,7300,0.028
County,Stanislaus County,02/01/2020,2020,February,N,Final,244000,228000,16000,0.066
County,Sutter County,02/01/2020,2020,February,N,Final,46600,42500,4200,0.089
County,Tehama County,02/01/2020,2020,February,N,Final,25750,24160,1590,0.062
County,Trinity County,02/01/2020,2020,February,N,Final,4450,4130,320,0.073
County,Tulare County,02/01/2020,2020,February,N,Final,205400,181800,23600,0.115
County,Tuolumne County,02/01/2020,2020,February,N,Final,21570,20500,1070,0.05
County,Ventura County,02/01/2020,2020,February,N,Final,424700,409000,15800,0.037
County,Yolo County,02/01/2020,2020,February,N,Final,109200,103900,5300,0.048
County,Yuba County,02/01/2020,2020,February,N,Final,30900,28700,2100,0.069
County,Alameda County,03/01/1990,1990,March,N,Final,673600,649100,24400,0.036
County,Alpine County,03/01/1990,1990,March,N,Final,620,600,20,0.034
County,Amador County,03/01/1990,1990,March,N,Final,11300,10590,710,0.063
County,Butte County,03/01/1990,1990,March,N,Final,78500,71300,7300,0.092
County,Calaveras County,03/01/1990,1990,March,N,Final,13060,12030,1030,0.079
County,Colusa County,03/01/1990,1990,March,N,Final,7680,6140,1540,0.2
County,Contra Costa County,03/01/1990,1990,March,N,Final,432600,417300,15300,0.035
County,Del Norte County,03/01/1990,1990,March,N,Final,9180,7800,1390,0.151
County,El Dorado County,03/01/1990,1990,March,N,Final,63700,60700,3000,0.047
County,Fresno County,03/01/1990,1990,March,N,Final,316200,271100,45100,0.143
County,Glenn County,03/01/1990,1990,March,N,Final,11080,9550,1530,0.138
County,Humboldt County,03/01/1990,1990,March,N,Final,55500,50600,4900,0.089
County,Imperial County,03/01/1990,1990,March,N,Final,46200,37900,8300,0.18
County,Inyo County,03/01/1990,1990,March,N,Final,7000,6560,430,0.062
County,Kern County,03/01/1990,1990,March,N,Final,250900,219000,31900,0.127
County,Kings County,03/01/1990,1990,March,N,Final,36300,31300,4900,0.136
County,Lake County,03/01/1990,1990,March,N,Final,19010,17140,1870,0.099
County,Lassen County,03/01/1990,1990,March,N,Final,9650,8330,1320,0.136
County,Los Angeles County,03/01/1990,1990,March,N,Final,4517800,4272100,245800,0.054
County,Los Angeles County,03/01/1990,1990,March,Y,Final,4524900,4270600,254300,0.056
County,Madera County,03/01/1990,1990,March,N,Final,40500,33600,6900,0.171
County,Marin County,03/01/1990,1990,March,N,Final,131800,128900,2900,0.022
County,Mariposa County,03/01/1990,1990,March,N,Final,5960,5530,440,0.073
County,Mendocino County,03/01/1990,1990,March,N,Final,37200,33980,3220,0.087
County,Merced County,03/01/1990,1990,March,N,Final,77300,66200,11100,0.144
County,Modoc County,03/01/1990,1990,March,N,Final,3640,3230,410,0.112
County,Mono County,03/01/1990,1990,March,N,Final,6450,6300,150,0.023
County,Monterey County,03/01/1990,1990,March,N,Final,171100,150500,20500,0.12
County,Napa County,03/01/1990,1990,March,N,Final,55100,53000,2100,0.038
County,Nevada County,03/01/1990,1990,March,N,Final,35010,33160,1860,0.053
County,Orange County,03/01/1990,1990,March,N,Final,1371500,1334100,37400,0.027
County,Placer County,03/01/1990,1990,March,N,Final,89000,85300,3700,0.041
County,Plumas County,03/01/1990,1990,March,N,Final,8870,7430,1440,0.162
County,Riverside County,03/01/1990,1990,March,N,Final,532200,504100,28100,0.053
County,Sacramento County,03/01/1990,1990,March,N,Final,518600,495900,22800,0.044
County,San Benito County,03/01/1990,1990,March,N,Final,19600,16800,2800,0.145
County,San Bernardino County,03/01/1990,1990,March,N,Final,635200,606500,28600,0.045
County,San Diego County,03/01/1990,1990,March,N,Final,1217900,1172900,45000,0.037
County,San Francisco County,03/01/1990,1990,March,N,Final,408100,395000,13100,0.032
County,San Joaquin County,03/01/1990,1990,March,N,Final,221900,199500,22400,0.101
County,San Luis Obispo County,03/01/1990,1990,March,N,Final,100800,97100,3800,0.037
County,San Mateo County,03/01/1990,1990,March,N,Final,369600,361500,8100,0.022
County,Santa Barbara County,03/01/1990,1990,March,N,Final,191600,181700,9900,0.052
County,Santa Clara County,03/01/1990,1990,March,N,Final,856300,826600,29700,0.035
County,Santa Cruz County,03/01/1990,1990,March,N,Final,131000,119000,12000,0.091
County,Shasta County,03/01/1990,1990,March,N,Final,64800,58300,6500,0.1
County,Sierra County,03/01/1990,1990,March,N,Final,1510,1230,280,0.182
County,Siskiyou County,03/01/1990,1990,March,N,Final,19070,16340,2730,0.143
County,Solano County,03/01/1990,1990,March,N,Final,161400,153900,7500,0.046
County,Sonoma County,03/01/1990,1990,March,N,Final,203400,195800,7600,0.037
County,Stanislaus County,03/01/1990,1990,March,N,Final,174600,152300,22400,0.128
County,Sutter County,03/01/1990,1990,March,N,Final,31900,26300,5600,0.176
County,Tehama County,03/01/1990,1990,March,N,Final,19450,17560,1900,0.097
County,Trinity County,03/01/1990,1990,March,N,Final,5380,4530,850,0.158
County,Tulare County,03/01/1990,1990,March,N,Final,141900,120800,21100,0.149
County,Tuolumne County,03/01/1990,1990,March,N,Final,19130,17550,1570,0.082
County,Ventura County,03/01/1990,1990,March,N,Final,363100,348100,15000,0.041
County,Yolo County,03/01/1990,1990,March,N,Final,72000,66500,5500,0.076
County,Yuba County,03/01/1990,1990,March,N,Final,21000,18300,2800,0.132
County,Alameda County,03/01/1991,1991,March,N,Final,671300,636000,35300,0.053
County,Alpine County,03/01/1991,1991,March,N,Final,380,360,20,0.052
County,Amador County,03/01/1991,1991,March,N,Final,11750,10700,1050,0.09
County,Butte County,03/01/1991,1991,March,N,Final,79400,70600,8700,0.11
County,Calaveras County,03/01/1991,1991,March,N,Final,13840,12310,1530,0.111
County,Colusa County,03/01/1991,1991,March,N,Final,8110,5880,2230,0.275
County,Contra Costa County,03/01/1991,1991,March,N,Final,435100,411200,23900,0.055
County,Del Norte County,03/01/1991,1991,March,N,Final,9760,8340,1420,0.146
County,El Dorado County,03/01/1991,1991,March,N,Final,65300,60600,4800,0.073
County,Fresno County,03/01/1991,1991,March,N,Final,330800,274600,56200,0.17
County,Glenn County,03/01/1991,1991,March,N,Final,11080,8980,2100,0.189
County,Humboldt County,03/01/1991,1991,March,N,Final,56000,50300,5700,0.102
County,Imperial County,03/01/1991,1991,March,N,Final,46600,37100,9500,0.205
County,Inyo County,03/01/1991,1991,March,N,Final,7410,6580,830,0.112
County,Kern County,03/01/1991,1991,March,N,Final,262000,223900,38100,0.145
County,Kings County,03/01/1991,1991,March,N,Final,37800,31400,6400,0.17
County,Lake County,03/01/1991,1991,March,N,Final,20140,17580,2560,0.127
County,Lassen County,03/01/1991,1991,March,N,Final,10230,8770,1470,0.143
County,Los Angeles County,03/01/1991,1991,March,N,Final,4448900,4112800,336200,0.076
County,Los Angeles County,03/01/1991,1991,March,Y,Final,4455900,4123100,332900,0.075
County,Madera County,03/01/1991,1991,March,N,Final,43300,35400,7900,0.183
County,Marin County,03/01/1991,1991,March,N,Final,129800,124900,4900,0.037
County,Mariposa County,03/01/1991,1991,March,N,Final,6310,5680,630,0.1
County,Mendocino County,03/01/1991,1991,March,N,Final,38210,33010,5190,0.136
County,Merced County,03/01/1991,1991,March,N,Final,77700,63200,14400,0.186
County,Modoc County,03/01/1991,1991,March,N,Final,3870,3270,600,0.155
County,Mono County,03/01/1991,1991,March,N,Final,5290,4470,830,0.156
County,Monterey County,03/01/1991,1991,March,N,Final,171500,145200,26300,0.154
County,Napa County,03/01/1991,1991,March,N,Final,54700,51200,3500,0.064
County,Nevada County,03/01/1991,1991,March,N,Final,37590,34660,2930,0.078
County,Orange County,03/01/1991,1991,March,N,Final,1320000,1254800,65100,0.049
County,Placer County,03/01/1991,1991,March,N,Final,90900,84300,6500,0.072
County,Plumas County,03/01/1991,1991,March,N,Final,9190,7520,1670,0.182
County,Riverside County,03/01/1991,1991,March,N,Final,548300,497500,50800,0.093
County,Sacramento County,03/01/1991,1991,March,N,Final,523700,487400,36400,0.069
County,San Benito County,03/01/1991,1991,March,N,Final,20000,15700,4200,0.211
County,San Bernardino County,03/01/1991,1991,March,N,Final,646600,594800,51800,0.08
County,San Diego County,03/01/1991,1991,March,N,Final,1211300,1137900,73400,0.061
County,San Francisco County,03/01/1991,1991,March,N,Final,401100,381200,19800,0.049
County,San Joaquin County,03/01/1991,1991,March,N,Final,226200,195500,30600,0.135
County,San Luis Obispo County,03/01/1991,1991,March,N,Final,94400,88600,5900,0.062
County,San Mateo County,03/01/1991,1991,March,N,Final,364400,350100,14300,0.039
County,Santa Barbara County,03/01/1991,1991,March,N,Final,195100,182300,12800,0.065
County,Santa Clara County,03/01/1991,1991,March,N,Final,844900,797400,47500,0.056
County,Santa Cruz County,03/01/1991,1991,March,N,Final,135000,119200,15700,0.117
County,Shasta County,03/01/1991,1991,March,N,Final,67000,58200,8800,0.131
County,Sierra County,03/01/1991,1991,March,N,Final,1500,1240,260,0.173
County,Siskiyou County,03/01/1991,1991,March,N,Final,18840,15490,3340,0.177
County,Solano County,03/01/1991,1991,March,N,Final,165300,153700,11600,0.07
County,Sonoma County,03/01/1991,1991,March,N,Final,210700,197400,13300,0.063
County,Stanislaus County,03/01/1991,1991,March,N,Final,180200,149600,30600,0.17
County,Sutter County,03/01/1991,1991,March,N,Final,34200,26600,7700,0.224
County,Tehama County,03/01/1991,1991,March,N,Final,20300,17290,3010,0.148
County,Trinity County,03/01/1991,1991,March,N,Final,5030,4020,1010,0.2
County,Tulare County,03/01/1991,1991,March,N,Final,148700,112400,36300,0.244
County,Tuolumne County,03/01/1991,1991,March,N,Final,19950,17790,2160,0.108
County,Ventura County,03/01/1991,1991,March,N,Final,364200,339500,24700,0.068
County,Yolo County,03/01/1991,1991,March,N,Final,79400,71700,7700,0.097
County,Yuba County,03/01/1991,1991,March,N,Final,21900,18100,3900,0.177
County,Alameda County,03/01/1992,1992,March,N,Final,676300,633700,42600,0.063
County,Alpine County,03/01/1992,1992,March,N,Final,540,510,30,0.063
County,Amador County,03/01/1992,1992,March,N,Final,12720,11410,1310,0.103
County,Butte County,03/01/1992,1992,March,N,Final,81600,71500,10100,0.124
County,Calaveras County,03/01/1992,1992,March,N,Final,14280,12460,1820,0.127
County,Colusa County,03/01/1992,1992,March,N,Final,8000,5590,2410,0.301
County,Contra Costa County,03/01/1992,1992,March,N,Final,441100,413700,27400,0.062
County,Del Norte County,03/01/1992,1992,March,N,Final,9770,8120,1650,0.169
County,El Dorado County,03/01/1992,1992,March,N,Final,66900,60900,6000,0.09
County,Fresno County,03/01/1992,1992,March,N,Final,339000,277400,61600,0.182
County,Glenn County,03/01/1992,1992,March,N,Final,11150,8790,2360,0.212
County,Humboldt County,03/01/1992,1992,March,N,Final,58400,52100,6300,0.109
County,Imperial County,03/01/1992,1992,March,N,Final,49100,37100,12000,0.245
County,Inyo County,03/01/1992,1992,March,N,Final,7100,6210,890,0.125
County,Kern County,03/01/1992,1992,March,N,Final,269200,224000,45200,0.168
County,Kings County,03/01/1992,1992,March,N,Final,39300,32800,6500,0.166
County,Lake County,03/01/1992,1992,March,N,Final,21220,18280,2940,0.139
County,Lassen County,03/01/1992,1992,March,N,Final,10670,9150,1520,0.142
County,Los Angeles County,03/01/1992,1992,March,N,Final,4435900,4024100,411800,0.093
County,Los Angeles County,03/01/1992,1992,March,Y,Final,4447800,4032100,415700,0.093
County,Madera County,03/01/1992,1992,March,N,Final,45000,36400,8600,0.191
County,Marin County,03/01/1992,1992,March,N,Final,129800,123500,6200,0.048
County,Mariposa County,03/01/1992,1992,March,N,Final,6700,6000,700,0.104
County,Mendocino County,03/01/1992,1992,March,N,Final,38490,33010,5470,0.142
County,Merced County,03/01/1992,1992,March,N,Final,81500,65300,16200,0.199
County,Modoc County,03/01/1992,1992,March,N,Final,3890,3270,620,0.159
County,Mono County,03/01/1992,1992,March,N,Final,6170,5730,440,0.071
County,Monterey County,03/01/1992,1992,March,N,Final,175700,149100,26700,0.152
County,Napa County,03/01/1992,1992,March,N,Final,56500,52500,4000,0.071
County,Nevada County,03/01/1992,1992,March,N,Final,38630,35080,3540,0.092
County,Orange County,03/01/1992,1992,March,N,Final,1329200,1247900,81300,0.061
County,Placer County,03/01/1992,1992,March,N,Final,92800,84600,8200,0.088
County,Plumas County,03/01/1992,1992,March,N,Final,9220,7230,1980,0.215
County,Riverside County,03/01/1992,1992,March,N,Final,570500,511600,58900,0.103
County,Sacramento County,03/01/1992,1992,March,N,Final,523700,480000,43600,0.083
County,San Benito County,03/01/1992,1992,March,N,Final,21000,16600,4400,0.21
County,San Bernardino County,03/01/1992,1992,March,N,Final,669600,608900,60700,0.091
County,San Diego County,03/01/1992,1992,March,N,Final,1211000,1129900,81100,0.067
County,San Francisco County,03/01/1992,1992,March,N,Final,402000,376100,25900,0.064
County,San Joaquin County,03/01/1992,1992,March,N,Final,233300,198700,34700,0.149
County,San Luis Obispo County,03/01/1992,1992,March,N,Final,100400,93100,7300,0.073
County,San Mateo County,03/01/1992,1992,March,N,Final,366300,348400,17800,0.049
County,Santa Barbara County,03/01/1992,1992,March,N,Final,193100,178000,15000,0.078
County,Santa Clara County,03/01/1992,1992,March,N,Final,841700,784700,57000,0.068
County,Santa Cruz County,03/01/1992,1992,March,N,Final,136900,120100,16800,0.123
County,Shasta County,03/01/1992,1992,March,N,Final,71000,60600,10400,0.147
County,Sierra County,03/01/1992,1992,March,N,Final,1600,1320,270,0.171
County,Siskiyou County,03/01/1992,1992,March,N,Final,19220,15800,3420,0.178
County,Solano County,03/01/1992,1992,March,N,Final,170000,157700,12300,0.072
County,Sonoma County,03/01/1992,1992,March,N,Final,215000,199200,15800,0.074
County,Stanislaus County,03/01/1992,1992,March,N,Final,187800,154100,33600,0.179
County,Sutter County,03/01/1992,1992,March,N,Final,34400,26000,8400,0.243
County,Tehama County,03/01/1992,1992,March,N,Final,22580,19530,3040,0.135
County,Trinity County,03/01/1992,1992,March,N,Final,5200,4100,1100,0.212
County,Tulare County,03/01/1992,1992,March,N,Final,149200,118900,30300,0.203
County,Tuolumne County,03/01/1992,1992,March,N,Final,20390,17770,2630,0.129
County,Ventura County,03/01/1992,1992,March,N,Final,369700,341500,28300,0.076
County,Yolo County,03/01/1992,1992,March,N,Final,81000,73200,7800,0.096
County,Yuba County,03/01/1992,1992,March,N,Final,21700,17500,4100,0.191
County,Alameda County,03/01/1993,1993,March,N,Final,678200,633400,44800,0.066
County,Alpine County,03/01/1993,1993,March,N,Final,620,580,40,0.065
County,Amador County,03/01/1993,1993,March,N,Final,12770,11430,1350,0.105
County,Butte County,03/01/1993,1993,March,N,Final,82000,70700,11400,0.138
County,Calaveras County,03/01/1993,1993,March,N,Final,14690,12650,2040,0.139
County,Colusa County,03/01/1993,1993,March,N,Final,8200,5720,2490,0.303
County,Contra Costa County,03/01/1993,1993,March,N,Final,442600,413500,29100,0.066
County,Del Norte County,03/01/1993,1993,March,N,Final,9790,8290,1490,0.152
County,El Dorado County,03/01/1993,1993,March,N,Final,67800,61300,6500,0.096
County,Fresno County,03/01/1993,1993,March,N,Final,346700,283000,63700,0.184
County,Glenn County,03/01/1993,1993,March,N,Final,11320,9150,2170,0.192
County,Humboldt County,03/01/1993,1993,March,N,Final,59400,53000,6400,0.107
County,Imperial County,03/01/1993,1993,March,N,Final,53200,39900,13300,0.249
County,Inyo County,03/01/1993,1993,March,N,Final,7000,6160,850,0.121
County,Kern County,03/01/1993,1993,March,N,Final,268800,219700,49100,0.183
County,Kings County,03/01/1993,1993,March,N,Final,40900,34000,6900,0.17
County,Lake County,03/01/1993,1993,March,N,Final,22110,18830,3280,0.148
County,Lassen County,03/01/1993,1993,March,N,Final,11110,9220,1900,0.171
County,Los Angeles County,03/01/1993,1993,March,N,Final,4369400,3921400,447900,0.103
County,Los Angeles County,03/01/1993,1993,March,Y,Final,4379500,3932300,447200,0.102
County,Madera County,03/01/1993,1993,March,N,Final,46200,37100,9100,0.197
County,Marin County,03/01/1993,1993,March,N,Final,129000,122200,6800,0.052
County,Mariposa County,03/01/1993,1993,March,N,Final,6650,5770,880,0.132
County,Mendocino County,03/01/1993,1993,March,N,Final,38430,33260,5160,0.134
County,Merced County,03/01/1993,1993,March,N,Final,82500,65600,16900,0.205
County,Modoc County,03/01/1993,1993,March,N,Final,3850,3150,710,0.184
County,Mono County,03/01/1993,1993,March,N,Final,6150,5740,410,0.066
County,Monterey County,03/01/1993,1993,March,N,Final,175300,145500,29800,0.17
County,Napa County,03/01/1993,1993,March,N,Final,57600,52800,4800,0.083
County,Nevada County,03/01/1993,1993,March,N,Final,39050,35320,3730,0.096
County,Orange County,03/01/1993,1993,March,N,Final,1322500,1232900,89700,0.068
County,Placer County,03/01/1993,1993,March,N,Final,93400,85200,8200,0.088
County,Plumas County,03/01/1993,1993,March,N,Final,9380,7270,2110,0.225
County,Riverside County,03/01/1993,1993,March,N,Final,579800,513500,66300,0.114
County,Sacramento County,03/01/1993,1993,March,N,Final,528800,483100,45600,0.086
County,San Benito County,03/01/1993,1993,March,N,Final,21200,16800,4400,0.206
County,San Bernardino County,03/01/1993,1993,March,N,Final,677200,611100,66100,0.098
County,San Diego County,03/01/1993,1993,March,N,Final,1213300,1121100,92200,0.076
County,San Francisco County,03/01/1993,1993,March,N,Final,400100,372200,28000,0.07
County,San Joaquin County,03/01/1993,1993,March,N,Final,239000,201700,37300,0.156
County,San Luis Obispo County,03/01/1993,1993,March,N,Final,98200,89900,8200,0.084
County,San Mateo County,03/01/1993,1993,March,N,Final,363900,344800,19200,0.053
County,Santa Barbara County,03/01/1993,1993,March,N,Final,192600,176800,15800,0.082
County,Santa Clara County,03/01/1993,1993,March,N,Final,847300,788200,59100,0.07
County,Santa Cruz County,03/01/1993,1993,March,N,Final,137700,119800,17900,0.13
County,Shasta County,03/01/1993,1993,March,N,Final,71400,60800,10600,0.148
County,Sierra County,03/01/1993,1993,March,N,Final,1680,1400,280,0.165
County,Siskiyou County,03/01/1993,1993,March,N,Final,19090,15370,3720,0.195
County,Solano County,03/01/1993,1993,March,N,Final,173500,158500,15000,0.086
County,Sonoma County,03/01/1993,1993,March,N,Final,217300,201600,15600,0.072
County,Stanislaus County,03/01/1993,1993,March,N,Final,189900,154100,35800,0.189
County,Sutter County,03/01/1993,1993,March,N,Final,34300,26100,8200,0.239
County,Tehama County,03/01/1993,1993,March,N,Final,22670,19040,3640,0.16
County,Trinity County,03/01/1993,1993,March,N,Final,5130,3970,1160,0.227
County,Tulare County,03/01/1993,1993,March,N,Final,155800,124200,31600,0.203
County,Tuolumne County,03/01/1993,1993,March,N,Final,20470,17590,2880,0.141
County,Ventura County,03/01/1993,1993,March,N,Final,375600,343900,31700,0.084
County,Yolo County,03/01/1993,1993,March,N,Final,81600,73800,7900,0.096
County,Yuba County,03/01/1993,1993,March,N,Final,22100,17600,4500,0.205
County,Alameda County,03/01/1994,1994,March,N,Final,679200,636100,43100,0.063
County,Alpine County,03/01/1994,1994,March,N,Final,640,600,30,0.052
County,Amador County,03/01/1994,1994,March,N,Final,12650,11460,1190,0.094
County,Butte County,03/01/1994,1994,March,N,Final,82200,72200,10100,0.123
County,Calaveras County,03/01/1994,1994,March,N,Final,14600,12790,1810,0.124
County,Colusa County,03/01/1994,1994,March,N,Final,8230,6140,2090,0.254
County,Contra Costa County,03/01/1994,1994,March,N,Final,451000,422400,28500,0.063
County,Del Norte County,03/01/1994,1994,March,N,Final,9930,8550,1380,0.139
County,El Dorado County,03/01/1994,1994,March,N,Final,70900,64900,6000,0.085
County,Fresno County,03/01/1994,1994,March,N,Final,352900,291800,61200,0.173
County,Glenn County,03/01/1994,1994,March,N,Final,11430,9350,2080,0.182
County,Humboldt County,03/01/1994,1994,March,N,Final,59500,53200,6300,0.107
